Clade according figure 1	new_filename_iteration5_afterEverythingElse_justDeconvAlign	Cell cycle stage	Spools	Cortical centrin	Apical centrin ring
Stramenopiles	rcc4660_pfa_dna-cetn-bod_20230908_od_s03	Interphase	No	No	No
Stramenopiles	rcc4660_pfa_dna-cetn-bod_20230908_od_s04	Interphase	No	No	No
Stramenopiles	rcc4660_pfa_dna-cetn-bod_20230908_od_s05	Interphase	No	No	No
Stramenopiles	rcc4660_pfa_dna-cetn-bod_20230908_od_s06	Interphase	No	No	No
Stramenopiles	rcc4657_pfa_cetn-tub-dna_20240604_cl_s00	Interphase	No	No	No
Stramenopiles	rcc4657_pfa_cetn-tub-dna_20240604_cl_s01	Interphase	No	No	No
Stramenopiles	rcc4657_pfa_cetn-tub-dna_20240604_cl_s02	Interphase	No	No	No
Stramenopiles	rcc4631_pfa_dna-tub-nhs_20230802_od_s00	Interphase	No	-	-
Stramenopiles	rcc4631_pfa_dna-tub-nhs_20230802_od_s01	Interphase	No	-	-
Stramenopiles	rcc4631_pfa_dna-tub-nhs_20230802_od_s02	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s00	unknown		-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s00_deconv	unknown		-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s01	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s01_deconv	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s02	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s02_deconv	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s03	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s03_deconv	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s04	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s04_deconv	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s05	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s05_deconv	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s06	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s06_deconv	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s07	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s07_deconv	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s08	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s08_deconv	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s09	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s09_deconv	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s10	unknown		-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s10_deconv	Interphase	No	-	-
Stramenopiles	rcc7000_pfa_dna-nhs-tub_20230519_cl_s11	unknown		-	-
Stramenopiles	rcc7000_pfa_dna-tub-cetn_20230522_cl_01	Interphase	No	No	No
Stramenopiles	rcc7000_pfa_dna-tub-cetn_20230522_cl_02	Interphase	No	No	No
Stramenopiles	rcc7000_pfa_dna-tub-cetn_20230522_cl_03	Interphase	No	No	No
Stramenopiles	rcc7000_pfa_dna-tub-cetn_20230522_cl_04	Interphase	No	No	No
Stramenopiles	rcc7000_pfa_dna-tub-cetn_20230522_cl_05	Interphase	No	No	No
Stramenopiles	rcc5277_pfa_dna-tub-nhs_20230531_od_s00	Interphase, Mitosis	No	-	-
Stramenopiles	rcc5277_pfa_dna-tub-nhs_20230531_od_s01	unknown	No	-	-
Stramenopiles	rcc5277_pfa_dna-tub-nhs_20230531_od_s02	Interphase, Mitosis	No	-	-
Stramenopiles	rcc5277_pfa_dna-tub-nhs_20230531_od_s03	Interphase	No	-	-
Stramenopiles	rcc2040_pfa_dna-tub-nhs_20230707_od_s00	Interphase	No	-	-
Stramenopiles	rcc2040_pfa_dna-tub-nhs_20230707_od_s01	Interphase	No	-	-
Stramenopiles	rcc2040_pfa_dna-tub-nhs_20230707_od_s02	Interphase	No	-	-
Stramenopiles	rcc2491_pfa_dna-tub-nhs_20230707_od_s00	mitotic onset	No	-	-
Stramenopiles	rcc2491_pfa_dna-tub-nhs_20230707_od_s01	Interphase	No	-	-
Stramenopiles	rcc2491_pfa_dna-tub-nhs_20230707_od_s02	Mitosis	No	-	-
Stramenopiles	rcc5282_pfa_dna-tub-nhs_20230829_csd_01	Interphase	No	-	-
Stramenopiles	rcc10688_pfa_dna-nhs-tub_20230823_cl_s00	Interphase	No	-	-
Stramenopiles	rcc10688_pfa_dna-nhs-tub_20230823_cl_s00_deconv	Interphase	No	-	-
Stramenopiles	rcc10688_pfa_dna-nhs-tub_20230823_cl_s01	Interphase	No	-	-
Stramenopiles	rcc10688_pfa_dna-nhs-tub_20230823_cl_s01_deconv	Interphase	No	-	-
Stramenopiles	rcc10688_pfa_dna-nhs-tub_20230823_cl_s02	Interphase	No	-	-
Stramenopiles	rcc10688_pfa_dna-nhs-tub_20230823_cl_s02_deconv	Interphase	No	-	-
Stramenopiles	rcc10688_pfa_dna-nhs-tub_20230823_cl_s03	Interphase	No	-	-
Stramenopiles	rcc10688_pfa_dna-nhs-tub_20230823_cl_s03_deconv	Interphase	No	-	-
Stramenopiles	rcc10688_pfa_dna-nhs-tub_20230823_cl_s04	Interphase	No	-	-
Stramenopiles	rcc10688_pfa_dna-nhs-tub_20230823_cl_s04_deconv	Interphase	No	-	-
Stramenopiles	rcc6124_pfa_dna-tub-nhs_20230423_od_s00	Interphase	No	-	-
Stramenopiles	rcc6124_pfa_dna-tub-nhs_20230423_od_s01	Interphase	No	-	-
Stramenopiles	rcc6124_pfa_dna-tub-nhs_20230423_od_s02	Interphase	No	-	-
Stramenopiles	rcc6124_pfa_dna-tub-nhs_20230423_od_s03	Interphase	No	-	-
Stramenopiles	rcc10614_pfa_cetn-tub-dna_20231018_cl	Interphase	No	No	No
Stramenopiles	rcc10646_pfa_dna-tub-nhs_20230802_od_s00	Interphase	No	-	-
Stramenopiles	rcc10646_pfa_dna-tub-nhs_20230802_od_s01	Interphase	No	-	-
Stramenopiles	rcc10646_pfa_dna-tub-nhs_20230802_od_s02	Interphase	No	-	-
Stramenopiles	rcc10646_pfa_dna-tub-nhs_20230802_od_s03	Interphase	No	-	-
Stramenopiles	rcc10388_pfa_nhs-tub-cetn-dna_20231121_fm_19	unknown	No	No	No
Stramenopiles	rcc10388_pfa_nhs-tub-cetn-dna_20231121_fm_20	Interphase	No	No	No
Stramenopiles	rcc10388_pfa_nhs-tub-cetn-dna_20231121_fm_21	Interphase	No	No	No
Stramenopiles	rcc10388_pfa_nhs-tub-cetn-dna_20231121_fm_22	Interphase	No	No	No
Stramenopiles	rcc6387_pfa_dna-tub-nhs-na_20230718_csd_01	Interphase	No	-	-
Stramenopiles	rcc6387_pfa_dna-tub-nhs-na_20230718_csd_02	Interphase	No	-	-
Stramenopiles	rcc6387_pfa_dna-tub-nhs-na_20230718_csd_03	Interphase	No	-	-
Stramenopiles	rcc6387_pfa_dna-tub-nhs-na_20230720_csd_01	Interphase	No	-	-
Stramenopiles	rcc6387_pfa_dna-tub-nhs-na_20230720_csd_02	Interphase	No	-	-
Stramenopiles	rcc6387_pfa_dna-tub-nhs-na_20230720_csd_03	Interphase	No	-	-
Stramenopiles	rcc10709_pfa_dna-tub-nhs_20230815_csd_01	Interphase	No	-	-
Stramenopiles	rcc10709_pfa_dna-tub-nhs_20230815_csd_02	Interphase	No	-	-
Stramenopiles	rcc10709_pfa_dna-tub-nhs_20230815_csd_03	Interphase	No	-	-
Stramenopiles	rcc10709_pfa_dna-tub-nhs_20230815_csd_04	Interphase	No	-	-
Stramenopiles	rcc10709_pfa_dna-tub-nhs_20230815_csd_05	Interphase	No	-	-
Stramenopiles	rcc10709_pfa_dna-tub-nhs_20230829_csd_01	Interphase	No	-	-
Stramenopiles	rcc10709_pfa_dna-tub-nhs_20230829_csd_02	Interphase	No	-	-
Stramenopiles	rcc10709_pfa_dna-tub-nhs_20230829_csd_03	Interphase	No	-	-
Stramenopiles	rcc10709_pfa_dna-tub-nhs_20230829_csd_04	Interphase	No	-	-
Stramenopiles	rcc10709_pfa_dna-tub-nhs_20230829_csd_05	Interphase	No	-	-
Stramenopiles	rcc10709_pfa_dna-tub-nhs_20230829_csd_06	Interphase	No	-	-
Stramenopiles	rcc10709_pfa_dna-tub-nhs_20230829_csd_07	Interphase	No	-	-
Stramenopiles	rcc10709_pfa_dna-tub-nhs_20230829_csd_08	Interphase	No	-	-
Stramenopiles	rcc1502_pfa_dna-tub-nhs_20230616_od_s00	Interphase	No	-	-
Stramenopiles	rcc1502_pfa_dna-tub-nhs_20230616_od_s01	Interphase	No	-	-
Stramenopiles	bmcc78_pfa_dna-tub-cetn_20231123_cl_s00	unknown			
Stramenopiles	bmcc78_pfa_dna-tub-cetn_20231123_cl_s00_deconv	Interphase	No	-	-
Stramenopiles	bmcc78_pfa_dna-tub-cetn_20231123_cl_s01	Interphase	No	No	No
Stramenopiles	bmcc78_pfa_dna-tub-cetn_20231123_cl_s01_deconv	Interphase	No	No	No
Stramenopiles	bmcc78_pfa_dna-tub-cetn_20231123_cl_s01_deconv_align	Interphase	No	-	-
Stramenopiles	bmcc78_pfa_dna-tub-cetn_20231123_cl_s02	Interphase	No	No	No
Stramenopiles	bmcc78_pfa_dna-tub-cetn_20231123_cl_s02_deconv	Interphase	No	No	No
Stramenopiles	bmcc78_pfa_dna-tub-cetn_20231123_cl_s03	unknown		-	-
Stramenopiles	bmcc78_pfa_dna-tub-cetn_20231123_cl_s03_deconv	Interphase	No	No	No
Stramenopiles	bmcc80_pfa_dna-tub-cetn_20231123_cl_s00	unknown		-	-
Stramenopiles	bmcc80_pfa_dna-tub-cetn_20231123_cl_s00_deconv	Interphase	No	No	No
Stramenopiles	bmcc80_pfa_dna-tub-cetn_20231123_cl_s01	unknown		-	-
Stramenopiles	bmcc80_pfa_dna-tub-cetn_20231123_cl_s01_deconv	Interphase	No	-	-
Stramenopiles	bmcc80_pfa_dna-tub-cetn_20231123_cl_s02	unknown		-	-
Stramenopiles	bmcc80_pfa_dna-tub-cetn_20231123_cl_s02_deconv	Interphase	No	No	No
Stramenopiles	bmcc80_pfa_dna-tub-cetn_20231123_cl_s03	unknown		-	-
Stramenopiles	bmcc80_pfa_dna-tub-cetn_20231123_cl_s03_deconv	unknown		-	-
Stramenopiles	bmcc183_hpf_nhs-cetn-tub-dna_20240229_fm_04	Interphase	No	-	-
Stramenopiles	bmcc183_hpf_nhs-cetn-tub-dna_20240229_fm_05	Interphase	No	-	-
Stramenopiles	bmcc183_hpf_nhs-cetn-tub-dna_20240229_fm_06	Interphase	No	-	-
Stramenopiles	bmcc183_hpf_nhs-cetn-tub-dna_20240229_fm_07	Interphase	No	-	-
Stramenopiles	bmcc183_hpf_nhs-cetn-tub-dna_20240229_fm_01	Interphase	No	No	No
Stramenopiles	bmcc183_hpf_nhs-cetn-tub-dna_20240229_fm_02	Interphase	No	No	No
Stramenopiles	bmcc183_hpf_nhs-cetn-tub-dna_20240229_fm_03	Interphase	No	No	No
Stramenopiles	bmcc183_hpf_nhs-cetn-tub-dna_20240307_fm_08	Interphase	No	No	No
Stramenopiles	bmcc183_hpf_nhs-cetn-tub-dna_20240307_fm_09	Interphase	No	No	No
Stramenopiles	bmcc183_hpf_nhs-cetn-tub-dna_20240307_fm_10	Interphase	No	No	No
Stramenopiles	bmcc183_hpf_nhs-cetn-tub-dna_20240307_fm_11	Interphase	No	No	No
Stramenopiles	bmcc183_hpf_nhs-cetn-tub-dna_20240307_fm_12	Interphase	No	No	No
Stramenopiles	bmcc183_hpf_nhs-cetn-tub-dna_20240307_fm_13	Interphase	No	No	No
Stramenopiles	bmcc183_hpf_nhs-cetn-tub-dna_20240307_fm_14	Interphase	No	No	No
Stramenopiles	rcc10352_pfa_cetn-tub-dna_20230803_cl_s00	Interphase	No	No	No
Stramenopiles	rcc10352_pfa_cetn-tub-dna_20230803_cl_s01	Interphase	No	No	No
Stramenopiles	rcc10352_pfa_cetn-tub-dna_20230803_cl_s02	Interphase	No	No	No
Stramenopiles	rcc10352_pfa_cetn-tub-dna_20230803_cl_s03	Interphase	No	No	No
Stramenopiles	rcc10352_pfa_cetn-tub-dna_20230803_cl_s04	Interphase	No	No	No
Stramenopiles	rcc10352_pfa_cetn-tub-dna_20230803_cl_s05	Interphase	No	No	No
Stramenopiles	rcc10352_pfa_cetn-tub-dna_20230803_cl_s06	Interphase	No	No	No
Stramenopiles	rcc10352_pfa_cetn-tub-dna_20230803_cl_s07	Interphase	No	No	No
Stramenopiles	rcc10352_pfa_cetn-tub-dna_20230803_cl_s08	Interphase	No	No	No
Stramenopiles	rcc10352_pfa_cetn-tub-dna_20230803_cl_s09	Interphase	No	No	No
Stramenopiles	rcc10349_pfa_nhs-tub-dna_20230423_od_s00	Interphase	No	-	-
Stramenopiles	rcc10349_pfa_nhs-tub-dna_20230423_od_s01	Interphase	No	-	-
	rcck-0961_pfa_nhs-tub-dna_20230523_od_s00	Interphase	No		
	rcck-0961_pfa_nhs-tub-dna_20230523_od_s01	Interphase	No		
	rcc3598rccn1044_pfa_nhs-tub-dna_20230712_MISSINGNAME_01_DROPFILE	Interphase		-	-
	rccp2-b1_pfa_dna-cetn-tub_20230908_od_s00	unknown		No	No
	rccp2-b1_pfa_dna-cetn-tub_20230908_od_s01	Interphase	No	No	No
	rccp2-b1_pfa_dna-cetn-tub_20230908_od_s02	Interphase	No	No	No
	rccp2-b1_pfa_dna-cetn-tub_20230908_od_s03	Interphase	No	No	No
	rccp2-b1_pfa_dna-cetn-tub_20230908_od_s04	Interphase	No	No	No
	rccp2-b1_pfa_dna-cetn-tub_20230908_od_s05	Interphase	No	No	No
	rccp2-b1_pfa_dna-cetn-tub_20230908_od_s06	Interphase	No	No	No
	rccp2-b1_pfa_dna-cetn-tub_20230908_od_s07	Interphase	No	No	No
	rccp2-b1_pfa_dna-cetn-tub_20230908_od_s08	Interphase	No	-	-
	rccarc373_pfa_nhs-tub-dna_20230423_od_s00	Interphase	No	-	-
	rccarc373_pfa_nhs-tub-dna_20230423_od_s01	Interphase	No	-	-
	rcc5488rcc5532_pfa_nhs-tub-dna_20230424_fm_01	Interphase	No	-	-
	rcc5488rcc5532_pfa_nhs-tub-dna_20230424_fm_02	Interphase	No	-	-
	rcc5488rcc5532_pfa_nhs-tub-dna_20230424_fm_03	Interphase	No	-	-
	rcc5610rcc6123_pfa_nhs-tub-dna_20230424_fm_01	Interphase	No	-	-
	rcc5610rcc6123_pfa_nhs-tub-dna_20230424_fm_02	Interphase	No	-	-
	rcc6169rcc6518_pfa_nhs-tub-dna_20230424_fm_01	Interphase	No	-	-
	rcc6169rcc6518_pfa_nhs-tub-dna_20230424_fm_02	Interphase	No	-	-
	rcc6169rcc6518_pfa_nhs-tub-dna_20230424_fm_03	Interphase	No	-	-
	rcc5610rcc5532_pfa_nhs-tub-dna_20230426_fm_02	Interphase	No	-	-
	rcc6169rcc6518_pfa_nhs-tub-dna_20230426_fm_01	Interphase	No	-	-
	rcck-0961_pfa_dna-tub-nhs_20230531_od_s00	Interphase	No	-	-
	rcck-0961_pfa_dna-tub-nhs_20230531_od_s01	Interphase	No	-	-
	rccp2-b1_pfa_dna-tub-nhs_20230531_od_s00	Interphase	No	-	-
	rccp2-b1_pfa_dna-tub-nhs_20230531_od_s01	Interphase	No	-	-
	rccp2-b1_pfa_dna-tub-nhs_20230531_od_s02	Interphase	No	-	-
	rccp2-b1_pfa_dna-tub-nhs_20230531_od_s03	Interphase	No	-	-
	rccif-kge-ic_pfa_nhs-tub-dna_20230712_fm_01	Interphase	No	-	-
	rccif-kge-ic_pfa_nhs-tub-dna_20230712_fm_02	Interphase	No	-	-
	rccvf21-45rcc1200_pfa_nhs-tub-dna_20230712_MISSINGNAME_01_DROPFILE	Interphase		-	-
	rcc696rcc10662_pfa_dna-tub-nhs-na_20230720_csd_01	Interphase	No	-	-
	rcc696rcc10662_pfa_dna-tub-nhs_20230728_csd_01	Interphase	No	-	-
	rccp2-b1_pfa_dna-cetn-nhs-tub_20240209_od_s00	Interphase	No	No	No
	rccp2-b1_pfa_dna-cetn-nhs-tub_20240209_od_s01	Interphase	No	No	No
	rccp2-b1_pfa_dna-cetn-nhs-tub_20240209_od_s02	Interphase	No	No	No
